,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2022-07-01,ALGN,237.02999877929688,247.6699981689453,235.27999877929688,247.33999633789062,681800.0,4.0,-11.362186231374494,278.91760642115236,220.33639290746095,40.012067400456864,-65.05342425003364,31.959640753554332,258.46700083414714,299.45283330281575,26.700000762939453,64.12238647750557
0,2022-07-01,AMD,75.19000244140625,75.44999694824219,72.69000244140625,73.66999816894531,87734200.0,4.0,-5.143581082944706,108.7801419583648,68.39685923182074,38.78060073436598,-145.59441280641693,35.928323579399894,91.78333384195963,92.52816670735677,26.700000762939453,64.12238647750557
0,2022-07-01,ASML,455.29998779296875,457.9599914550781,443.4599914550781,446.4239807128906,1570200.0,4.0,-21.044103164299656,578.6879182116362,430.08561999637163,38.83544851041667,-143.40335460985276,35.93293475335299,520.5815399169921,545.5486694335938,26.700000762939453,64.12238647750557
0,2022-07-01,BABA,113.62999725341797,116.625,112.91999816894531,116.0,16679400.0,4.0,5.353616293041114,123.8538554910412,93.53014490568731,55.682264922454074,91.21131023580172,27.692061292795906,102.50500055948893,97.62316665649413,26.700000762939453,64.12238647750557
0,2022-07-01,CDNS,149.75999450683594,150.77999877929688,147.39999389648438,149.63999938964844,1509300.0,4.0,0.1604864719931527,163.91148043718496,138.17351712140876,49.417987533294635,-15.650821735660458,3.2200117583936967,150.70799967447917,150.24416681925456,26.700000762939453,64.12238647750557
0,2022-07-01,CSX,29.09000015258789,29.540000915527344,28.829999923706055,29.053752899169922,13838800.0,4.0,-0.8127238593713209,32.14948973948303,27.1037275761908,39.87446998895508,-68.64225580233386,21.228054505117754,30.135054270426433,32.018970521291095,26.700000762939453,64.12238647750557
0,2022-07-01,CTAS,373.5299987792969,378.3800048828125,371.5400085449219,373.766357421875,430900.0,4.0,-2.5708263165417407,404.9615483733936,335.30436959535643,48.560793722846924,3.1153857907294085,3.1722120434931362,372.398779296875,384.1484196980794,26.700000762939453,64.12238647750557
0,2022-07-01,EDU,20.200000762939453,20.8799991607666,19.670000076293945,20.209999084472656,2247200.0,4.0,1.736557432943993,24.543687792465178,12.835312203720122,58.99378161866891,72.35044175965116,31.87461403102479,16.513666693369547,13.867833296457926,26.700000762939453,64.12238647750557
0,2022-07-01,GME,30.282499313354492,31.292499542236328,29.822500228881836,30.854999542236328,6617200.0,4.0,0.29057671605102087,36.50348606403667,28.954014012257268,49.346650144396115,-15.16651344458698,0.05458658376010307,31.32841682434082,31.341625054677326,26.700000762939453,64.12238647750557
0,2022-07-01,HAS,81.5,81.55000305175781,79.7300033569336,78.82886505126953,1199300.0,4.0,-1.1095297615877229,87.43485624964931,75.3692758304288,44.027772578279716,-98.18805098703542,25.966960595548823,82.16709874471029,83.7732526143392,26.700000762939453,64.12238647750557
