,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2022-07-01,AAPL,136.0399932861328,139.0399932861328,135.66000366210938,138.29635620117188,71051600.0,4.0,-2.330330108061986,148.96069216810085,127.25178036607886,45.0521570296394,-36.46250872037678,17.058341158726925,139.88873647054035,149.23773880004882,26.700000762939453,29.539245442685342
0,2022-07-01,AMGN,243.25,246.0,240.72000122070312,239.88589477539062,2745500.0,4.0,0.04372138322145247,245.3510861735369,226.57300592851388,53.16781545537336,-7.1252014772210694,4.21825637004766,239.14114888509116,238.59001032511392,26.700000762939453,29.539245442685342
0,2022-07-01,AXP,138.07000732421875,140.88999938964844,137.47000122070312,138.86849975585938,2625300.0,4.0,-6.052031649132971,167.83493568206407,126.37266624664684,40.05910319177057,-93.7118361922239,37.870136887398296,151.317485555013,161.30596516927082,26.700000762939453,29.539245442685342
0,2022-07-01,BA,135.8800048828125,141.7899932861328,135.39999389648438,139.83999633789062,7627100.0,4.0,0.2951255883375268,148.24839628980772,122.0926056022821,47.12445244114474,74.2480517821696,0.31028834841520214,132.64300003051758,145.35383326212565,26.700000762939453,29.539245442685342
0,2022-07-01,CAT,179.30999755859375,181.32000732421875,173.72000122070312,175.04513549804688,3423100.0,4.0,-8.697837468257461,231.99085544417113,162.0251632325867,37.833420089972776,-137.1226915490979,46.017067475323806,200.30162455240887,205.77843271891277,26.700000762939453,29.539245442685342
0,2022-07-01,CRM,164.75999450683594,169.14999389648438,164.0500030517578,168.1999969482422,4561600.0,4.0,-0.7925878254951044,193.0886154159676,155.0803833022941,46.49089182635576,-27.626143088604785,12.684112681205944,170.87033335367838,174.69816665649415,26.700000762939453,29.539245442685342
0,2022-07-01,CSCO,42.52000045776367,42.70000076293945,41.56999969482422,41.19045639038086,24338500.0,4.0,-0.9401692266289672,44.074324156631974,40.54692675889537,39.373887139227435,-126.79494746323167,36.919074728810784,42.4677485148112,45.83260250091553,26.700000762939453,29.539245442685342
0,2022-07-01,CVX,146.60000610351562,146.9600067138672,142.47000122070312,142.8137664794922,7684600.0,4.0,-6.446200749678013,183.50770746080335,128.13840917738023,42.45019900694833,-109.3101222072268,47.38910603312769,160.2985605875651,160.253396097819,26.700000762939453,29.539245442685342
0,2022-07-01,DIS,94.23999786376953,96.30999755859375,93.9800033569336,96.13999938964844,10543400.0,4.0,-3.4079754838393086,109.14850182995859,87.48649801745351,38.223114057774474,-67.52471309047948,16.39686257372282,100.93400014241537,109.44049987792968,26.700000762939453,29.539245442685342
0,2022-07-01,GS,295.2699890136719,300.3299865722656,291.7200012207031,292.9551696777344,1749400.0,4.0,-3.1700805823006135,317.57476211682,264.4968016038831,46.345433448222664,-35.65129350915022,11.040629846421856,297.544926961263,302.6610315958659,26.700000762939453,29.539245442685342
0,2022-07-01,HD,275.7300109863281,280.75,274.54998779296875,273.6221008300781,2818300.0,4.0,-5.2546072727806745,301.53860669350297,253.37067370200484,44.65219021304314,-55.80155064493829,15.779863369197805,281.2087910970052,287.59684193929036,26.700000762939453,29.539245442685342
0,2022-07-01,HON,173.64999389648438,175.3699951171875,171.57000732421875,172.4772491455078,1973100.0,4.0,-4.596185656837264,195.87663654875595,164.8057578604237,41.00330509578549,-118.50287321041571,47.78539799913162,183.4096918741862,186.76494318644205,26.700000762939453,29.539245442685342
0,2022-07-01,IBM,141.0,141.6699981689453,139.25999450683594,136.05091857910156,4011900.0,4.0,1.472086453108517,139.6283188466643,128.72425225929274,56.403196123389435,63.797371765906995,2.875687498742635,132.90128911336262,129.91128387451172,26.700000762939453,29.539245442685342
0,2022-07-01,INTC,37.09000015258789,37.20000076293945,35.880001068115234,35.070045471191406,40596300.0,4.0,-1.472143174677413,41.85631962259657,33.21712436238877,37.23446282154996,-103.24918912678316,35.65166374886975,38.88683191935221,41.27246278127034,26.700000762939453,29.539245442685342
